image_number,object_number,path_name_tif,file_name_tif,center_x,center_y,bounding_box_min_x,bounding_box_max_x,bounding_box_min_y,bounding_box_max_y,bounding_box_area,orientation,major_axis_length,minor_axis_length,area,convex_area,perimeter,eccentricity,form_factor,compactness
18,11,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,319.47583910000003,345.08378960000005,282,359,309,384,5775,-41.41716674,86.27560028,62.79621871,4201,4310,250.7939392,0.685729941,0.8393217390000001,1.191438222
18,12,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,587.6577526000001,362.675495,550,624,326,398,5328,-66.88744525,73.07178467,68.03956307,3889,3963,234.1076477,0.364679318,0.8916955609999999,1.121458987
18,13,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,1195.849971,364.2747635,1154,1238,322,404,6888,-45.22044099,86.69045072,78.2681249,5179,5581,309.3208512,0.429964112,0.6802011809999999,1.4701532830000001
18,14,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,202.89494419999997,421.9134603,161,251,368,478,9900,-16.94202687,114.3745395,86.60733769,7615,7906,342.04877319999997,0.653153335,0.817906571,1.2226335320000001
18,15,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,471.59868420000004,443.18775300000004,435,513,408,480,5616,-52.20081068,80.28756024,63.13225611,3952,4041,239.1787156,0.61781085,0.868123957,1.1519092309999999
18,16,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,45.42456576,460.77593049999996,11,84,422,499,5621,38.43518372,81.24506542,63.42679548,4030,4113,240.9360749,0.624924869,0.8723911440000001,1.146274818
18,17,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,337.98857599999997,511.40112630000004,298,384,461,561,8600,-9.07703626,97.33740634,82.76114587,6215,6370,300.5340546,0.526378814,0.86469633,1.15647536
18,18,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,1202.735871,516.2197907,1160,1243,476,560,6972,0.466782398,82.41067541,81.70683237,5255,5354,272.5929291,0.130416305,0.8886963809999999,1.125243695
18,19,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,188.3851059,590.9687997999999,153,226,553,628,5475,39.07184996,78.43127621,71.46545699,4391,4462,247.4802307,0.41199590700000005,0.900932547,1.10996101
18,20,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,1183.324826,594.1928332,1151,1217,553,632,5214,-4.236894657,75.78521906,65.25329571,3879,3977,236.8294731,0.508555315,0.869076779,1.150646323
18,21,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,1065.684826,598.7544649,1024,1106,525,666,11562,-12.466548199999998,147.0830811,71.01964683,7783,8419,384.9188309,0.875700898,0.660113445,1.514891126
18,22,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,666.1581415,632.9631287000001,625,707,598,670,5904,-89.78085801,82.16866407,72.77395843,4692,4766,253.62236639999998,0.46432366,0.916627256,1.090955995
18,23,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,584.6706836,657.4978089,532,631,598,729,12969,23.63590102,136.5710205,87.35747964,9128,9575,386.5756852,0.7686673559999999,0.767567233,1.302817469
18,24,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,130.5107545,709.0264725,92,173,661,757,7776,17.20745981,99.22940025,77.72255565,6044,6134,293.764502,0.621692554,0.880107434,1.136224922
18,25,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,1122.286177,753.4154432999999,1077,1170,716,792,7068,78.95726008,93.52341588,71.90526070000001,5245,5376,276.5929291,0.639431979,0.8615355640000001,1.16071819
18,26,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,85.10138984,786.0631123,49,123,747,825,5772,-10.57782825,76.99491594,72.67663506,4389,4458,246.1076477,0.330189322,0.9105949259999999,1.098183146
18,27,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,599.3355831,777.5169285000001,538,657,714,836,14518,45.23412335,141.6308962,83.16246411,9038,9621,393.0609665,0.809458262,0.7351269859999999,1.3603091980000002
18,28,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,187.21679880000002,838.8900014000001,135,239,783,894,11544,41.27824329999999,128.8835595,73.15851761,7191,7485,349.747258,0.823281947,0.73873813,1.3536596509999999
18,29,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP91_48_B6_CRE_006.tif,804.8369203999999,969.9067367,763,847,927,1014,7308,14.13725271,89.2835429,82.09441959,5715,5867,286.69343419999996,0.39313710799999996,0.8737568729999999,1.1444831290000002
20,1,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,451.5322694,43.446509999999996,389,505,3,86,9628,-72.94906788,114.12501509999998,69.71593951,5702,6659,366.019336,0.791728269,0.534846329,1.869695921
20,2,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,768.0591426,76.99819215,730,806,44,111,5092,-72.98195757,76.38069479,65.82094086,3872,4234,287.45079350000003,0.507335895,0.588868318,1.698172529
20,3,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,252.76895580000001,114.2893697,209,298,75,158,7387,-54.80176888,98.22206077,69.73724636,5315,5590,295.22034610000003,0.7042059540000001,0.7663383559999999,1.304906629
20,4,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,167.5917958,108.1715588,123,212,69,147,6942,85.05651841,89.65521947,78.0666981,5485,5607,278.69343419999996,0.491737518,0.8874277840000001,1.1268522559999998
20,5,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,439.56143560000004,115.9047793,392,480,74,157,7304,43.35500927,88.94913066,78.92766802,5461,5668,291.764502,0.461125551,0.8061523740000001,1.24046028
20,6,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,849.7562842,88.94613583,799,891,39,153,10488,12.53184901,120.7788909,82.6675054,6405,8736,502.45793619999995,0.729056745,0.318808269,3.136681498
20,7,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,679.1207761,123.24068020000001,644,723,80,169,7031,27.60561074,87.70277919,67.73309482,4587,4821,274.60512239999997,0.635254682,0.764401157,1.308213614
20,8,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,732.5562362000001,170.6981132,694,772,133,210,6006,-56.43753554,72.7381265,71.90393016,4081,4207,244.49242400000003,0.151014734,0.857917735,1.1656129240000002
20,9,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,142.9159378,177.29846940000002,74,231,140,218,12246,-88.92361408,163.5344393,71.18699469,8232,9608,447.5462478999999,0.90028412,0.516463204,1.936246364
20,10,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,654.6773399,198.532225,607,696,162,238,6764,61.11493606,90.18655654,70.07286748,4872,5056,278.3208512,0.629529157,0.79036128,1.265244168
20,11,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,496.00374810000005,192.6257496,459,533,144,239,7030,8.709217622999999,97.03805317,71.19122553,5336,5590,292.24978339999996,0.679535797,0.7850861020000001,1.2737456409999999
20,12,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,573.9199011,241.44901069999997,532,619,199,284,7395,49.63066687,90.79605287,74.35696609,5256,5389,278.391919,0.573872129,0.852220489,1.173405255
20,13,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,834.5490914,244.88393900000003,792,881,194,296,9078,-23.09665244,102.77246,85.298847,6824,7170,338.77669530000003,0.557796616,0.747174132,1.338376099
20,14,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,760.1608016,253.2011241,724,796,218,293,5400,-10.70358551,74.26751732,70.86088601,4092,4294,255.27922059999997,0.299391778,0.7890682309999999,1.267317528
20,15,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,661.4011761,293.074921,606,718,237,357,13440,23.32043034,116.95878259999999,101.7921489,9183,9443,372.0315293,0.492477865,0.833748285,1.199402767
20,16,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,328.53885,340.5538073,290,369,298,389,7189,-2.7389010639999998,93.77040736,75.04837485,5148,5614,300.5340546,0.599544021,0.71624404,1.396172177
20,17,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,855.3897468,338.65565160000006,801,905,292,386,9776,59.70416878,103.42552090000001,82.56575869,6476,7264,356.391919,0.602245067,0.640709271,1.560770299
20,18,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,756.9465986,361.0529371,720,790,321,404,5810,27.73720826,86.97067444,64.45798513,4307,4586,272.9360749,0.671343657,0.7265455590000001,1.3763761780000001
20,19,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,450.296092,375.6065016,387,522,315,442,17145,56.59757710000001,150.56834640000002,83.06639733,8521,10574,554.1269837,0.834052117,0.348723995,2.8675973389999996
20,20,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,260.64184290000003,408.43303710000004,199,320,351,464,13673,-50.69346554,123.34144640000001,102.36957459999999,9789,10056,388.9604615,0.5578095470000001,0.81308749,1.229879949
20,21,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,366.9706036,424.6980344,321,415,379,469,8460,-48.44280591,98.16079112,74.99693321,5749,5872,290.4335495,0.645191045,0.856463003,1.167592758
20,22,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,437.5980187,452.7391884,395,481,407,498,7826,-37.29594989,88.11586682,76.66183295,5249,5572,294.56958849999995,0.49303111899999996,0.760169815,1.315495538
20,23,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,541.1476230000001,470.9974978999999,493,587,427,521,8836,50.1679265,101.4767175,76.49153579,5995,6219,305.8477631,0.6571221620000001,0.805356994,1.241685374
20,24,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,1003.554279,478.50586799999996,960,1044,440,515,6300,-70.93535007,88.83042182,61.55780007,4090,4614,305.0782105,0.7209557870000001,0.552218296,1.810878066
20,25,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,1092.620376,468.88114010000004,1065,1125,414,527,6780,2.294078748,119.5302294,55.01287926,4947,5629,356.0904038,0.8877932959999999,0.49026538799999997,2.0397116000000004
20,26,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,500.15696710000003,528.8671433000001,451,553,474,573,10098,51.982192,93.49319951,84.7079834,6014,6574,320.47518010000005,0.423205685,0.735841855,1.358987659
20,27,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,613.3242058999999,551.3686747,572,655,516,591,6225,87.79154283,81.17018229,72.19263966,4565,4762,263.4213562,0.457132672,0.826701419,1.209626568
20,28,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,331.564446,557.0048704,290,381,514,598,7644,56.17558019,91.66539127,80.38941854,5749,5858,286.492424,0.48051286600000004,0.880188902,1.136119755
20,29,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,418.8643605,556.6538917,361,485,477,626,18476,18.8132282,162.4629496,98.53242418,10985,12923,500.9259736000001,0.7950898470000001,0.5501268260000001,1.817762654
20,30,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,580.2747272,618.7159721,532,627,578,662,7980,-88.04602364,91.00120285,79.06888921,5591,5831,294.6345597,0.49502732299999996,0.809341822,1.235571885
20,31,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,900.3617962000001,630.9348534,862,937,593,669,5700,-38.48750776,78.15720870000001,70.83833876,4298,4500,258.3502884,0.42251255600000004,0.809204657,1.23578132
20,32,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,185.17682340000002,628.072405,127,251,565,700,16740,-31.5919102,129.22593600000002,113.54583570000001,11339,11914,426.8010819,0.477445523,0.7822284290000001,1.278398946
20,33,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,68.42740865,647.8222594,5,137,564,736,22704,4.321004813,180.1886225,125.1643367,17323,18487,558.156421,0.719367658,0.6987488709999999,1.431129325
20,34,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,412.3525962,665.7833362000001,364,460,625,709,8064,-68.51300357,94.60435292,78.33217899,5797,5914,293.77669530000003,0.5607316139999999,0.844070034,1.1847358159999999
20,35,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,809.2223673,663.2761097,767,846,620,705,6715,-69.88425375,78.07774155,76.95083247,4596,4820,272.0071427,0.16928679100000002,0.780601295,1.281063722
20,36,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,214.6449749,726.2483675,140,287,648,810,23814,-42.50623924,181.8831486,95.73049581,13323,14306,544.2813127000001,0.8502805940000001,0.565151709,1.7694363919999998
20,37,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,969.8427446000001,716.7994091,928,1014,674,768,8084,-25.79935806,96.46008684,83.19164313,6092,6589,355.94826820000003,0.5061486070000001,0.604221243,1.65502291
20,38,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,345.4898522,721.2539373,301,392,678,766,8008,-82.30483466,91.96160681,85.48575427,6159,6286,296.492424,0.368618135,0.880426015,1.13581378
20,39,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,868.3188672,734.0574966,818,920,683,785,10404,43.43483545,104.6787183,99.79858438,8157,8510,362.4335495,0.301772755,0.7803394109999999,1.28149365
20,40,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,745.9916257,748.7691607999999,704,788,708,792,7056,-25.77041963,85.83406064,82.02943591,5493,5728,292.9360749,0.29442479899999996,0.8044031209999999,1.243157782
20,41,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,640.3731242,750.4308925,582,696,696,804,12312,-69.14931853,110.89617679999999,102.1665708,8863,9091,361.1614716,0.388896925,0.853862195,1.171149169
20,42,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,1204.118869,769.2892175,1162,1245,727,812,7055,37.36473696,86.71192672,78.77241403,5342,5487,284.0071427,0.418019498,0.8322527190000001,1.201558105
20,43,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,416.85996869999997,780.7428514999999,372,457,741,827,7310,46.08324879,88.10577704,74.55600603,5106,5201,272.97770539999993,0.532849247,0.8610657540000001,1.161351495
20,44,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,1039.8416650000001,782.9851963,993,1083,748,822,6660,-83.90690055,85.23621519,71.70896257,4661,4968,283.5218613,0.54057335,0.7286447909999999,1.372410827
20,45,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,238.00855950000002,807.7292276000001,194,280,762,869,9202,-32.26268649,102.8313216,62.86246835,4790,5679,326.510714,0.791386327,0.56461252,1.771126152
20,46,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,338.84881989999997,825.7530654,254,427,756,890,23182,72.31138656,172.448813,112.8989122,14109,15800,529.51176,0.7559055240000001,0.632346149,1.5814123359999999
20,47,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,472.37559519999996,855.9508910000001,423,524,808,903,9595,-69.87510214,102.2362933,91.87983376,7351,7557,331.119841,0.438562375,0.8425309759999999,1.186899981
20,48,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,804.6156382,871.4075992999999,759,847,822,923,8888,30.51970206,104.7982273,78.15161732,6369,6509,306.6345597,0.666243629,0.8512143,1.174792294
20,49,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,670.4206825,889.6734826999999,620,720,840,940,10000,-44.00883716,106.0171706,92.61312117,7678,7975,346.19090889999995,0.48670358,0.8050570429999999,1.2421480040000001
20,50,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,152.03860880000002,896.9508332,98,215,842,959,13689,-33.36963592,124.7805707,100.0959391,9661,10074,392.7178208,0.5970880829999999,0.7871739759999999,1.270367201
20,51,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,1024.776855,894.3950696,974,1081,841,947,11342,50.50163382,103.4840256,97.16957191,7829,8290,358.4335495,0.34396800899999996,0.765770886,1.305873621
20,52,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,249.682106,912.1435272,195,305,855,969,12540,-36.07911939,118.2149507,93.45947206,8528,9052,382.3513344,0.612346797,0.7330470240000001,1.364168964
20,53,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,sSP95_48_SAT_CRE_004.tif,340.10602939999995,923.3039164999999,286,395,879,970,9919,-68.41091081,110.9670689,90.10895807,7762,8294,368.81832589999993,0.583611067,0.717064989,1.394573736
